,Clean_Text
1604,friend promised certain time expected impatiently vain
1605,Years ago Christmas Eve felt sad realized time missed father died Christmas Years ago
1606,man like drunk tried molest me
1607,time everybody spoke discussed Hainburg asked opinion ashamed firm view thing therefor able join conversation
1608,concerttour therefor seperated boyfriend needed warmth given male member orchestra feelings deep feelings were felt guilty said \I radiator\
1609,18th birthday passed drivingtest glad study much lucky  proof difficult  everybody passed test
1610,midnight bike Graz alone distance kilometers car followed streets went oneway street car disappeared rest way home afraid
1611,studied week physicsexamination difficulty passed examn angry teacher remembered examn time spent studying wasted
1612,cared horse 2 years day sold cried days sad
1613,friend telling jokes felt disgusting especially eating
1614,carnevalparty smooched man  days later ashamed that
1615,fun tussle sister Suddenly obviously hurt unintentionally  ran room crying
1616,week Graz met girl got know train Amsterdam Graz considered sympathetic seperated changing adresses
1617,years ago saw film \Psycho\ Hitchcock time saw film hardly dared bed hardly able sleep
1618,got bad cold father said crazy motorbike temperatures answered care cold said care leave (it second time said like that)
1619,home realized young roe approached house hid want frighten it limped time later thought run away saw lying terrace came nearer saw terribly wounded informed ranger said roe attacked dogs shoot it
1620,years ago stayed friends mountains week lived hut cook ourselves day friend succeed preparing spaghetti dinner terrible  ate improper unsavoury conversation
1621,mother grandmother talking grandmothers friends hardly know gave deprecatory comments grandmother told man died recently
1622,went primaryschool went skitrip family skiing went restaurant lunch Suddenly father said forgotten car gave key asked it difficulties key bent asked mother help me tried turn key broke second key mother blamed word
1623,studied final examination school additional examination French oral examination hard  glad heard passed it
1624,8 years old tonsils operated on complicated operation started afraid forget it
1625,parents divorced father pays alimony me years ago sister lives father suddenly asked mother money considered money mother offered small brought action mother terribly angry sister
1626,arranged friend skating day asked wake telephone oclock come home late morning day called  home like happened times before came conclusion rely anybody felt sad
1627,spider snake feel disgusted
1628,slept boy time felt ashamed reasons First 13 years old second like him third caught napping
1629,boyfriend half years got know girl tried conceal me drew conclusions left  felt bit guilty happened
1630,boyfriend told training lifesaving dogs
1631,dark cellar saw glowing red point thought person cigarette  red switch
1632,man treated dog badly  insulted beated dog kept lying floor tail drawn in
1633,horse liked taken away
1634,TV saw report church Amerika priest shown performing miracles camera  felt disgusted
1635,child uncle came us spit ran  know reason that father came insisted apologizing
1636,quarreled boyfriend said unfair started crying in
1637,able prepare better important examination spend nitht girlfriend students hostel months day examn somebody knocked door seven oclock morning girlfriend likes sleeping late come able me
1638,studied medicine semesters time developed great fear examinations afraid examination anatomy students examined dissecting able hear waiting fear turn
1639,come home evening thing sit smoke cigarette day found flat totally desolate state girlfriend wanted tidy finished
